ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,release_c,Age_Group
233075,garrido,28,spain,71,71,cádiz cf,1900.0,7,right,1.0,2.0,rdm,2016,6.083333333,179.0,3100.0,20-30
233078,p. sabbag,21,colombia,63,77,cd tondela,825.0,1,left,1.0,2.0,st,2016,6.166666667,179.0,4585.060806,20-30
233113,aleñá,20,spain,72,85,fc barcelona,6000.0,58,left,1.0,3.0,cm,2018,5.916666667,161.0,16100.0,20-30
233125,m. hartel,22,germany,69,76,1. fc union berlin,1500.0,14,right,1.0,3.0,lw,2017,5.75,152.0,2700.0,20-30
233157,n. medvedev,23,russia,65,74,lokomotiv moscow,625.0,1,right,1.0,1.0,gk,2017,6.333333333,176.0,1400.0,20-30
233164,a. muric,19,montenegro,61,78,manchester city,450.0,3,right,1.0,1.0,gk,2017,6.5,179.0,1100.0,до 20
233290,r. zhemaletdinov,21,russia,67,77,lokomotiv moscow,1300.0,1,right,1.0,3.0,st,2018,6.0,176.0,2900.0,20-30
233299,felipe vizeu,21,brazil,75,87,udinese,12000.0,21,left,1.0,3.0,st,2018,6.0,181.0,24000.0,20-30
233329,m. villanueva,25,venezuela,68,73,cf reus deportiu,1000.0,4,left,1.0,2.0,cb,2016,6.25,172.0,4585.060806,20-30
233368,r. harker,18,england,57,75,burnley,220.0,4,right,1.0,2.0,st,2018,5.916666667,176.0,556.0,до 20
233390,zuo yiteng,23,china pr,56,65,changchun yatai fc,120.0,1,right,1.0,2.0,rb,2016,5.833333333,152.0,282.0,20-30
233437,s. hlanti,28,south africa,68,68,,,0,left,1.0,3.0,lb,2016,6.0,172.0,4585.060806,20-30
233442,j. osei-tutu,19,england,58,74,arsenal,240.0,4,right,1.0,2.0,rb,2015,5.833333333,159.0,606.0,до 20
233476,b. riveros,20,paraguay,69,83,fc basel 1893,2100.0,8,left,1.0,3.0,lb,2016,5.833333333,150.0,4400.0,20-30
233510,t. chong,18,netherlands,65,85,manchester united,1100.0,13,left,1.0,4.0,rw,2017,6.0,154.0,3200.0,до 20
233514,j. abu hanna,20,germany,63,75,1. fc magdeburg,575.0,2,left,1.0,2.0,lb,2018,6.0,176.0,1000.0,20-30
233524,u. singh,22,india,60,67,,,0,right,1.0,2.0,rm,2016,5.916666667,165.0,4585.060806,20-30
233526,s. passi,23,india,54,63,,,0,right,1.0,2.0,rm,2016,5.75,143.0,4585.060806,20-30
233544,k. malinov,24,bulgaria,59,65,,,0,right,1.0,2.0,cm,2016,5.583333333,143.0,4585.060806,20-30
233550,s. grandsir,21,france,74,85,as monaco,9500.0,36,right,1.0,3.0,rm,2018,5.5,141.0,20000.0,20-30
233655,r. holden,20,northern ireland,57,70,bristol city,200.0,4,left,1.0,3.0,cam,2017,5.583333333,150.0,505.0,20-30
233703,z. grich,22,france,60,65,chamois niortais football club,280.0,1,left,1.0,2.0,lm,2016,5.75,152.0,511.0,20-30
233706,d. gonzalez,20,chile,62,76,cd o'higgins,600.0,1,right,1.0,2.0,cb,2016,6.0,172.0,1200.0,20-30
233728,m. doucouré,20,france,62,79,borussia mönchengladbach,600.0,3,left,1.0,2.0,cb,2016,6.0,172.0,1400.0,20-30
233731,a. isak,18,sweden,69,83,borussia dortmund,2200.0,11,right,1.0,3.0,st,2017,6.25,163.0,5100.0,до 20
233809,a. rossi,21,italy,67,77,lazio,1300.0,12,right,1.0,3.0,st,2016,6.0,172.0,2400.0,20-30
233840,e. kouassi,20,ivory coast,69,77,celtic,1300.0,15,right,1.0,2.0,cdm,2017,6.083333333,183.0,2700.0,20-30
233866,o. edouard,20,france,73,84,celtic,7000.0,32,right,1.0,3.0,st,2018,6.166666667,183.0,14000.0,20-30
233870,ricardo alves,27,portugal,66,69,cd tondela,650.0,2,right,1.0,2.0,cb,2018,6.0,172.0,1400.0,20-30
233880,g. fechner,20,germany,65,77,1. fc kaiserslautern,850.0,1,right,1.0,2.0,cdm,2017,6.166666667,172.0,1400.0,20-30
233885,e. cömert,20,switzerland,63,79,fc basel 1893,725.0,3,right,1.0,2.0,rcb,2016,6.0,176.0,1500.0,20-30
233911,matos,23,spain,68,75,cádiz cf,1100.0,4,left,1.0,2.0,lb,2018,5.5,150.0,1900.0,20-30
233931,k. rowles,20,australia,56,71,central coast mariners,180.0,1,left,1.0,2.0,lwb,2017,6.0,181.0,338.0,20-30
233932,c. o'toole,20,australia,56,68,brisbane roar,140.0,1,left,1.0,2.0,lb,2016,5.75,143.0,203.0,20-30
233960,l. mühl,21,germany,69,81,1. fc nürnberg,1700.0,7,right,1.0,2.0,lcb,2016,6.166666667,183.0,3300.0,20-30
233976,nelson freitosa,34,brazil,64,64,ceará sporting club,180.0,3,right,1.0,1.0,gk,2018,6.083333333,179.0,333.0,30-36
233986,jony reitosa,26,brazil,70,70,ceará sporting club,1500.0,11,right,1.0,2.0,rb,2018,5.75,163.0,2800.0,20-30
233988,vágner norteiro,34,brazil,68,68,chapecoense,250.0,6,right,1.0,2.0,rb,2018,5.416666667,137.0,475.0,30-36
233998,márcio velinha,30,brazil,68,68,chapecoense,575.0,5,right,1.0,1.0,gk,2018,6.166666667,190.0,1100.0,20-30
234006,josimar feijoo,26,brazil,66,66,chapecoense,550.0,5,right,1.0,2.0,cdm,2018,5.666666667,157.0,1000.0,20-30
234014,jorgino baumer,34,brazil,68,68,chapecoense,450.0,7,right,1.0,3.0,cam,2018,5.833333333,152.0,855.0,30-36
234015,caio milaçar,34,brazil,74,74,ceará sporting club,2800.0,19,right,1.0,4.0,cam,2018,5.583333333,148.0,5300.0,30-36
234033,borja lasso,24,spain,71,77,sevilla fc,3200.0,9,right,1.0,3.0,cam,2013,6.083333333,159.0,7500.0,20-30
234035,odriozola,22,spain,80,88,real madrid,18500.0,115,right,1.0,3.0,rb,2018,5.75,146.0,41600.0,20-30
234054,c. cáceda,26,peru,69,73,,,0,right,1.0,1.0,gk,2016,6.0,165.0,4585.060806,20-30
234059,j. chancellor,26,venezuela,64,68,,,0,right,1.0,2.0,rcb,2016,6.5,190.0,4585.060806,20-30
234063,a. ponce,21,venezuela,64,75,,,0,right,1.0,3.0,st,2016,5.916666667,176.0,4585.060806,20-30
234087,c. styles,18,england,63,78,bury,750.0,1,right,1.0,2.0,cm,2016,5.5,132.0,4585.060806,до 20
234114,k. yao,19,england,53,70,charlton athletic,110.0,1,right,1.0,2.0,cb,2016,6.083333333,172.0,261.0,до 20
234151,david carmona,21,spain,68,76,cádiz cf,1100.0,3,right,1.0,2.0,rb,2018,5.75,159.0,2000.0,20-30
234234,g. kostadinov,27,bulgaria,56,57,,,0,right,1.0,2.0,ldm,2016,6.0,163.0,4585.060806,20-30
234236,p. schick,22,czech republic,77,86,roma,14000.0,53,left,2.0,4.0,st,2018,6.083333333,161.0,26600.0,20-30
234293,a. tanaka,30,japan,64,64,cerezo osaka,425.0,2,right,1.0,2.0,cam,2018,5.5,150.0,531.0,20-30
234385,n. hauptmann,22,germany,70,80,1. fc köln,2900.0,10,left,1.0,3.0,cam,2018,5.75,146.0,4900.0,20-30
234412,a. nadesan,23,england,55,59,carlisle united,120.0,1,right,1.0,2.0,rs,2016,6.166666667,154.0,4585.060806,20-30
234433,ícaro,29,brazil,67,67,cd tondela,600.0,2,right,1.0,2.0,rcb,2017,5.916666667,163.0,1300.0,20-30
234437,diga,20,portugal,63,72,cd feirense,500.0,2,right,1.0,2.0,rb,2015,5.666666667,152.0,1200.0,20-30
234499,p. sánchez,20,chile,56,64,cd everton de viña del mar,130.0,1,right,1.0,2.0,cm,2015,5.833333333,139.0,202.0,20-30
234507,m. rafique,25,india,58,61,,,0,right,1.0,2.0,cm,2016,5.666666667,148.0,4585.060806,20-30
234508,c. singh,21,india,53,62,,,0,right,1.0,2.0,lb,2016,6.25,174.0,4585.060806,20-30
234574,diogo dalot,19,portugal,72,84,manchester united,4700.0,26,right,1.0,3.0,rb,2018,6.0,157.0,9600.0,до 20
234575,diogo leite,19,portugal,74,87,fc porto,9500.0,5,left,1.0,2.0,cb,2017,6.166666667,161.0,24900.0,до 20
234577,diogo costa,18,portugal,66,82,fc porto,1100.0,1,right,1.0,1.0,gk,2016,6.166666667,179.0,2900.0,до 20
234670,jorge fellipe,29,brazil,67,67,cd aves,600.0,4,left,1.0,2.0,cb,2018,6.416666667,183.0,1300.0,20-30
234679,p. sandler,21,netherlands,69,81,manchester city,1700.0,28,right,1.0,2.0,cb,2018,6.25,181.0,3400.0,20-30
234686,j. lotomba,19,switzerland,61,78,bsc young boys,475.0,2,right,1.0,2.0,lb,2017,5.833333333,152.0,1000.0,до 20
234688,s. campo,22,switzerland,67,76,fc basel 1893,1200.0,8,left,1.0,3.0,cam,2017,5.833333333,154.0,2000.0,20-30
234717,s. pérez,27,chile,63,64,cd palestino,290.0,1,right,1.0,1.0,gk,2018,5.916666667,190.0,413.0,20-30
234728,l. bénes,20,slovakia,69,82,borussia mönchengladbach,2000.0,9,left,1.0,3.0,cam,2016,5.916666667,159.0,4700.0,20-30
234760,a. reca,23,poland,63,69,atalanta,425.0,4,left,1.0,3.0,lb,2018,6.166666667,168.0,808.0,20-30
234772,salvi sánchez,27,spain,73,73,cádiz cf,4200.0,9,right,1.0,3.0,rm,2015,5.75,139.0,6700.0,20-30
234790,soriano,20,spain,68,77,sevilla fc,1100.0,3,left,1.0,1.0,gk,2016,6.083333333,183.0,2400.0,20-30
234795,a. bernede,19,france,64,75,paris saint-germain,750.0,6,left,1.0,3.0,cam,2018,5.833333333,163.0,1500.0,до 20
234809,e. guerrero,27,chile,62,65,cd palestino,300.0,1,right,,,lb,2016,5.946771114,165.9791288,4585.060806,20-30
234826,toni martínez,21,spain,66,80,cf rayo majadahonda,1400.0,16,right,1.0,3.0,st,2016,5.916666667,154.0,4585.060806,20-30
234833,f. müller,20,germany,69,83,1. fsv mainz 05,1900.0,6,left,1.0,1.0,gk,2016,6.333333333,187.0,4600.0,20-30
234867,d. arzani,19,australia,69,83,celtic,2300.0,20,right,1.0,4.0,rm,2016,5.583333333,161.0,4585.060806,до 20
234873,m. pajač,25,croatia,70,72,cagliari,2200.0,16,left,1.0,3.0,lm,2016,6.083333333,152.0,3900.0,20-30
234913,c. fassnacht,24,switzerland,72,75,bsc young boys,3900.0,14,right,1.0,3.0,rm,2017,6.083333333,170.0,6200.0,20-30
234943,f. neuhaus,21,germany,75,85,borussia mönchengladbach,10500.0,19,right,1.0,3.0,rcm,2017,6.0,163.0,20000.0,20-30
234986,p. retsos,19,greece,75,85,bayer 04 leverkusen,9000.0,19,right,1.0,2.0,cb,2017,6.083333333,179.0,17100.0,до 20
235013,a. harper,20,england,54,64,bristol rovers,100.0,1,right,1.0,2.0,rb,2018,6.0,143.0,195.0,20-30
235018,m. nicolas,20,germany,62,76,borussia mönchengladbach,550.0,2,right,1.0,1.0,gk,2016,6.333333333,192.0,1300.0,20-30
235077,b. riascos,23,colombia,69,74,cd nacional,1400.0,6,right,1.0,3.0,st,2018,6.0,172.0,3100.0,20-30
235088,luis pérez,23,spain,69,77,cd tenerife,1300.0,4,right,1.0,3.0,rb,2017,5.666666667,150.0,2400.0,20-30
235212,a. hakimi,19,morocco,78,86,borussia dortmund,12500.0,49,right,1.0,3.0,lb,2016,5.916666667,161.0,4585.060806,до 20
235216,b. fox,20,england,57,73,burton albion,230.0,1,right,1.0,2.0,,2016,5.75,168.0,546.0,20-30
235225,pité,23,portugal,65,72,cd tondela,650.0,1,left,1.0,3.0,lb,2017,6.166666667,172.0,1500.0,20-30
235266,c. früchtl,18,germany,65,86,fc bayern münchen,1000.0,3,left,1.0,1.0,gk,2017,6.333333333,157.0,2700.0,до 20
235288,s. schreck,19,germany,61,78,bayer 04 leverkusen,550.0,4,right,1.0,3.0,cam,2016,5.916666667,139.0,1300.0,до 20
235377,bruno gomes,21,brazil,65,75,cd aves,875.0,3,right,1.0,3.0,st,2017,6.0,165.0,2000.0,20-30
235379,e. ndoj,21,albania,66,75,brescia,975.0,1,right,1.0,3.0,rcm,2016,6.166666667,163.0,1700.0,20-30
235383,r. piscitelli,24,italy,55,59,carpi,80.0,1,left,1.0,1.0,gk,2018,6.083333333,176.0,130.0,20-30
235407,s. özcan,20,germany,70,85,1. fc köln,3900.0,9,right,1.0,3.0,cm,2016,5.916666667,163.0,8200.0,20-30
235409,o. hamzaoui,27,algeria,69,69,cd nacional,1100.0,6,left,1.0,3.0,st,2016,6.083333333,168.0,2400.0,20-30
235410,y. en-nesyri,21,morocco,72,78,cd leganés,4400.0,17,left,1.0,3.0,ls,2018,6.333333333,172.0,10000.0,20-30
235419,n. dovedan,23,austria,69,74,1. fc heidenheim 1846,1400.0,7,right,1.0,3.0,cam,2017,5.583333333,157.0,2300.0,20-30
235466,quim araujo,30,spain,67,67,córdoba cf,725.0,4,right,1.0,3.0,cam,2018,6.166666667,179.0,1100.0,20-30
235483,o. framelin,21,cameroon,63,69,cd nacional,375.0,1,right,1.0,1.0,gk,2016,6.083333333,181.0,863.0,20-30
235515,benito,22,spain,67,75,cf rayo majadahonda,1100.0,4,left,1.0,3.0,lm,2016,5.833333333,163.0,4585.060806,20-30
235518,bolaños,23,spain,63,72,cd tenerife,550.0,2,right,1.0,2.0,cm,2015,6.166666667,157.0,990.0,20-30
235521,carbonell,20,spain,67,75,cf reus deportiu,1100.0,2,right,1.0,3.0,cm,2017,6.0,165.0,2000.0,20-30
235536,f. venegas,19,mexico,62,75,cd everton de viña del mar,500.0,1,left,1.0,2.0,cb,2018,5.916666667,174.0,988.0,до 20
235549,a. ramalingom,25,france,59,64,as béziers,210.0,1,right,1.0,2.0,st,2018,5.833333333,154.0,383.0,20-30
235574,lucas frança,22,brazil,64,74,cd nacional,550.0,2,right,1.0,1.0,gk,2018,6.333333333,190.0,1300.0,20-30
235582,l. badiashile,20,france,66,74,as monaco,725.0,8,right,1.0,1.0,gk,2016,6.083333333,176.0,1500.0,20-30
235735,e. ampadu,17,wales,65,86,chelsea,1100.0,8,right,1.0,2.0,ldm,2017,6.0,159.0,3000.0,до 20
235754,borja herrera,25,spain,70,75,cf reus deportiu,2000.0,5,left,1.0,3.0,lb,2018,5.75,154.0,3200.0,20-30
235790,k. havertz,19,germany,80,89,bayer 04 leverkusen,22000.0,32,left,1.0,4.0,cam,2016,6.166666667,183.0,41800.0,до 20
235814,r. benzar,26,romania,73,76,,,0,right,1.0,2.0,rb,2016,5.916666667,157.0,4585.060806,20-30
235824,t. alarcón,18,chile,61,76,cd o'higgins,475.0,1,right,1.0,2.0,cb,2016,5.75,154.0,938.0,до 20
235856,y. marillat,23,france,65,70,as béziers,525.0,1,right,1.0,1.0,gk,2018,6.0,168.0,958.0,20-30
235863,m. varnier,20,italy,70,85,atalanta,3500.0,2,right,1.0,2.0,cb,2016,6.083333333,181.0,4585.060806,20-30
235874,a. balić,20,croatia,70,77,udinese,2500.0,11,right,1.0,3.0,cm,2016,5.916666667,154.0,5000.0,20-30
235889,c. ünder,20,turkey,77,87,roma,14500.0,46,left,1.0,3.0,lm,2017,5.666666667,146.0,27600.0,20-30
235931,m. şengezer,21,turkey,63,74,bursaspor,500.0,2,right,1.0,1.0,gk,2016,6.166666667,172.0,1100.0,20-30
235932,a. dadakdeniz,18,turkey,62,75,bursaspor,425.0,1,right,1.0,1.0,gk,2016,6.333333333,185.0,1100.0,до 20
235957,j. gaspar,21,france,63,75,as monaco,575.0,7,right,1.0,2.0,rb,2017,5.666666667,128.0,1200.0,20-30
235971,pablo larrea,24,spain,66,73,cd numancia,775.0,3,right,1.0,3.0,cdm,2017,5.75,143.0,1400.0,20-30
235979,a. ramírez,19,chile,57,67,cd universidad de concepción,160.0,1,right,1.0,2.0,lw,2018,5.833333333,152.0,256.0,до 20
235996,n. moumi ngamaleu,23,cameroon,68,74,bsc young boys,1200.0,8,right,1.0,3.0,lm,2017,5.916666667,163.0,2100.0,20-30
235999,l. garcía,20,colombia,63,72,sevilla fc,425.0,2,right,1.0,1.0,gk,2018,6.0,172.0,978.0,20-30
236076,marlion simões,26,brazil,72,72,ceará sporting club,2600.0,14,left,1.0,3.0,lb,2018,5.916666667,165.0,4900.0,20-30
236165,paulo daineiro,34,brazil,69,69,ceará sporting club,525.0,10,right,1.0,3.0,lam,2018,5.5,137.0,971.0,30-36
236171,felipe soldivia,30,brazil,63,63,ceará sporting club,350.0,4,right,1.0,2.0,cam,2018,5.666666667,148.0,648.0,20-30
236172,nilson padilho,30,brazil,70,70,chapecoense,1700.0,10,left,1.0,3.0,lam,2018,6.0,179.0,3200.0,20-30
236194,venanzio meirás,30,brazil,67,67,chapecoense,725.0,6,left,1.0,3.0,st,2018,6.0,170.0,1400.0,20-30
236197,hélton carvalhal,26,brazil,62,62,ceará sporting club,325.0,4,right,1.0,2.0,st,2018,6.166666667,181.0,601.0,20-30
236241,g. viscarra,25,bolivia,66,71,,,0,right,1.0,1.0,gk,2016,6.25,176.0,4585.060806,20-30
236242,d. wayar,24,bolivia,64,67,,,0,right,1.0,2.0,rcm,2016,5.583333333,146.0,4585.060806,20-30
236258,n. loyola,23,peru,65,69,,,0,left,1.0,2.0,lb,2016,5.75,141.0,4585.060806,20-30
236259,s. peña,22,peru,68,74,cd tondela,1200.0,4,right,1.0,3.0,cam,2016,5.833333333,163.0,4585.060806,20-30
236270,j. orejuela,25,ecuador,69,76,,,0,right,1.0,2.0,rcm,2016,5.833333333,157.0,4585.060806,20-30
236279,i. conté,22,guinea,68,76,chamois niortais football club,1100.0,3,right,1.0,2.0,lcb,2016,6.25,181.0,4585.060806,20-30
236295,aarón martín,21,spain,77,85,1. fsv mainz 05,11000.0,18,left,1.0,3.0,lb,2016,5.916666667,159.0,4585.060806,20-30
236355,luiz felipe,21,brazil,74,83,lazio,7500.0,24,right,1.0,2.0,cb,2016,6.166666667,176.0,14300.0,20-30
236374,a. ademoglu,20,belgium,58,75,bursaspor,280.0,2,right,1.0,2.0,cm,2018,5.916666667,159.0,735.0,20-30
236378,a. plizzari,18,italy,66,84,milan,1100.0,4,right,1.0,1.0,gk,2016,6.166666667,161.0,2500.0,до 20
236391,giovanni,19,spain,61,74,cd tenerife,475.0,1,right,1.0,2.0,st,2016,5.416666667,123.0,1100.0,до 20
236437,j. sbarra,19,england,58,77,burton albion,270.0,1,right,1.0,2.0,cam,2016,5.5,154.0,641.0,до 20
236452,d. lalhlimpuia,20,india,54,67,,,0,right,1.0,2.0,gk,2016,6.0,168.0,4585.060806,20-30
236457,d. giannoulis,22,greece,65,73,,,0,left,1.0,2.0,lb,2016,5.833333333,143.0,4585.060806,20-30
236461,j. mateta,21,france,73,84,1. fsv mainz 05,7000.0,18,right,1.0,3.0,rs,2018,6.333333333,194.0,14000.0,20-30
236480,y. bissouma,21,mali,72,82,brighton & hove albion,5000.0,23,right,1.0,3.0,cm,2018,6.0,176.0,10400.0,20-30
236496,m. guendouzi,19,france,71,84,arsenal,4000.0,20,right,1.0,3.0,cdm,2018,6.083333333,150.0,10000.0,до 20
236533,r. glatzel,24,germany,68,72,1. fc heidenheim 1846,1200.0,6,right,1.0,2.0,st,2017,6.333333333,187.0,1900.0,20-30
236536,j. sievers,23,germany,60,68,1. fc kaiserslautern,230.0,1,left,1.0,1.0,gk,2016,6.166666667,170.0,380.0,20-30
236540,s. adrian,20,sweden,60,72,malmö ff,375.0,1,left,1.0,2.0,cm,2017,6.0,165.0,563.0,20-30
236551,h. darling,18,england,54,68,cambridge united,130.0,1,right,1.0,2.0,cb,2016,5.916666667,165.0,309.0,до 20
236553,e. huth,21,germany,64,74,1. fc kaiserslautern,750.0,1,right,1.0,3.0,st,2018,6.083333333,172.0,1200.0,20-30
236579,b. chorbadzhiyski,22,bulgaria,59,69,,,0,right,1.0,2.0,rcb,2016,6.416666667,174.0,4585.060806,20-30
236582,m. raynov,26,bulgaria,62,66,,,0,right,1.0,2.0,cdm,2016,5.916666667,163.0,4585.060806,20-30
236588,q. bena,20,france,62,72,chamois niortais football club,425.0,1,right,1.0,2.0,rb,2017,6.083333333,174.0,829.0,20-30
236610,m. kean,18,italy,72,87,juventus,6500.0,32,right,1.0,3.0,st,2016,6.0,174.0,14800.0,до 20
236613,l. grill,19,germany,58,76,1. fc kaiserslautern,230.0,1,right,1.0,1.0,gk,2016,6.25,192.0,477.0,до 20
236677,i. tapia,19,chile,57,72,cd huachipato,200.0,1,right,1.0,2.0,cb,2016,6.083333333,159.0,395.0,до 20
236695,luis muñoz,21,spain,64,74,córdoba cf,650.0,2,right,1.0,2.0,cb,2016,5.916666667,165.0,4585.060806,20-30
236727,josé mena,20,spain,64,76,sevilla fc,725.0,2,right,1.0,2.0,cdm,2017,5.75,141.0,1700.0,20-30
236774,a. kuruniyan,21,india,56,70,,,0,left,1.0,2.0,lw,2016,5.75,154.0,4585.060806,20-30
236775,w. viitala,26,finland,63,68,malmö ff,350.0,1,right,1.0,1.0,gk,2018,6.25,192.0,481.0,20-30
236791,a. barák,23,czech republic,77,84,udinese,12500.0,24,left,1.0,4.0,cm,2017,6.25,190.0,25000.0,20-30
236837,n. schiappacasse,19,uruguay,64,81,cf rayo majadahonda,975.0,5,right,1.0,2.0,lm,2016,5.916666667,161.0,4585.060806,до 20
236875,a. poulsen,18,denmark,62,77,borussia mönchengladbach,550.0,2,left,1.0,3.0,lb,2018,6.166666667,176.0,1300.0,до 20
236898,m. aebischer,21,switzerland,64,76,bsc young boys,800.0,4,right,1.0,2.0,cm,2015,6.0,163.0,1400.0,20-30
236918,a. dreyer,20,denmark,66,78,brighton & hove albion,1200.0,9,left,1.0,3.0,rm,2018,5.666666667,154.0,2400.0,20-30
236920,j. kluivert,19,netherlands,75,86,roma,11000.0,28,right,1.0,4.0,lw,2018,5.583333333,146.0,20900.0,до 20
236923,r. cooney,18,england,58,69,bury,170.0,1,right,1.0,2.0,rwb,2016,5.75,150.0,332.0,до 20
236946,n. baeza,21,chile,58,64,cd huachipato,150.0,1,right,1.0,2.0,lb,2018,5.75,165.0,233.0,20-30
236950,g. quezada,21,ecuador,59,67,cd lugo,230.0,1,right,1.0,2.0,cm,2018,5.75,150.0,414.0,20-30
236988,e. nketiah,19,england,64,84,arsenal,975.0,10,right,1.0,3.0,st,2015,5.75,154.0,2800.0,до 20
237156,m. wagué,19,senegal,69,81,fc barcelona,1600.0,20,right,1.0,3.0,rb,2018,5.833333333,154.0,3600.0,до 20
237160,r. williams,19,england,64,79,manchester united,875.0,8,right,1.0,2.0,cb,2016,6.0,165.0,2200.0,до 20
237169,c. bramall,22,england,63,70,arsenal,425.0,12,left,1.0,2.0,lb,2017,5.833333333,159.0,893.0,20-30
237170,aitor lorea,20,spain,61,77,ca osasuna,550.0,1,right,1.0,2.0,rm,2016,5.583333333,150.0,1200.0,20-30
237198,a. leautey,22,france,65,73,chamois niortais football club,800.0,2,right,1.0,2.0,lm,2017,5.666666667,150.0,1600.0,20-30
237204,r. hackett-fairchild,20,england,50,66,charlton athletic,70.0,1,left,1.0,2.0,st,2016,5.75,137.0,166.0,20-30
237208,p. lewis,23,england,56,60,cambridge united,120.0,2,right,1.0,2.0,cm,2017,6.083333333,159.0,219.0,20-30
237238,s. mctominay,21,scotland,71,81,manchester united,3800.0,43,right,1.0,3.0,cm,2013,6.333333333,194.0,7800.0,20-30
237247,vinícius,28,hungary,69,69,,,0,right,1.0,2.0,cb,2016,6.0,168.0,4585.060806,20-30
237286,a. connolly,18,republic of ireland,62,81,brighton & hove albion,625.0,4,right,1.0,2.0,st,2017,5.833333333,170.0,1600.0,до 20
237321,m. berisha,20,kosovo,56,73,1. fc magdeburg,200.0,4,right,1.0,3.0,cf,2016,6.083333333,174.0,4585.060806,20-30
237329,j. willock,18,england,61,79,arsenal,525.0,7,right,1.0,3.0,cm,2016,6.0,157.0,1300.0,до 20
237374,o. atasayar,23,turkey,64,72,bursaspor,575.0,3,left,1.0,2.0,lb,2017,6.0,163.0,1300.0,20-30
237410,v. kravets,20,ukraine,66,76,cd lugo,900.0,2,left,1.0,2.0,lb,2017,6.083333333,172.0,1600.0,20-30
237438,erik expósito,22,spain,65,75,córdoba cf,875.0,3,left,1.0,2.0,st,2016,6.0,172.0,4585.060806,20-30
237500,d. lippert,22,germany,61,70,1. fc nürnberg,325.0,3,left,1.0,2.0,lb,2017,5.666666667,139.0,650.0,20-30
237522,jorge cuenca,18,spain,65,78,fc barcelona,850.0,11,left,1.0,2.0,cb,2017,6.166666667,168.0,2300.0,до 20
237532,rodrigo,25,brazil,70,74,cd aves,1900.0,6,right,1.0,3.0,rb,2014,5.75,157.0,4100.0,20-30
237630,a. paşcanu,19,romania,61,77,,,0,right,1.0,2.0,cb,2016,6.083333333,161.0,4585.060806,до 20
237635,f. pick,22,germany,65,73,1. fc kaiserslautern,800.0,2,right,1.0,4.0,rm,2017,5.75,148.0,1300.0,20-30
237642,r. petretta,21,italy,69,83,fc basel 1893,2100.0,8,left,1.0,3.0,lb,2017,5.75,154.0,4400.0,20-30
237688,s. erimuya,20,nigeria,61,70,cádiz cf,350.0,1,right,1.0,2.0,cb,2016,6.25,165.0,630.0,20-30
237692,p. foden,18,england,73,88,manchester city,8000.0,36,left,1.0,3.0,cam,2016,5.583333333,130.0,19800.0,до 20
237698,c. gribbin,19,england,65,80,manchester united,1200.0,11,left,1.0,3.0,cam,2015,6.0,159.0,2900.0,до 20
237708,m. sylla,18,france,65,84,as monaco,1100.0,8,right,1.0,3.0,st,2018,5.916666667,154.0,2800.0,до 20
237714,d. ingham,19,new zealand,56,67,brisbane roar,130.0,1,right,1.0,2.0,rb,2017,6.083333333,161.0,189.0,до 20
237715,p. cutrone,20,italy,77,89,milan,16000.0,62,right,1.0,3.0,rs,2015,6.0,172.0,30400.0,20-30
237776,k. tanno,32,japan,60,60,cerezo osaka,120.0,1,right,1.0,1.0,gk,2014,6.0,165.0,150.0,30-36
237779,t. yamashita,30,japan,66,66,cerezo osaka,475.0,3,right,1.0,2.0,lcb,2012,6.0,161.0,594.0,20-30
237780,k. yamamura,28,japan,68,68,cerezo osaka,900.0,4,right,1.0,3.0,cam,2016,6.083333333,176.0,1100.0,20-30
237781,k. fujimoto,32,japan,62,62,cerezo osaka,170.0,2,right,1.0,2.0,cb,2005,5.833333333,168.0,213.0,30-36
237783,r. morishita,19,japan,59,68,cerezo osaka,200.0,1,left,1.0,2.0,cb,2017,5.916666667,150.0,290.0,до 20
237784,y. maruhashi,27,japan,65,65,cerezo osaka,450.0,2,left,1.0,3.0,lb,2009,5.833333333,161.0,563.0,20-30
237787,n. sakemoto,33,japan,62,62,cerezo osaka,120.0,2,right,1.0,2.0,rb,2003,5.75,161.0,150.0,30-36
237789,y. kimoto,24,japan,62,67,cerezo osaka,350.0,1,right,1.0,2.0,cb,2016,6.0,161.0,464.0,20-30
237793,t. fukumitsu,26,japan,61,61,cerezo osaka,270.0,2,right,1.0,3.0,rm,2017,5.583333333,139.0,338.0,20-30
237796,t. onozawa,20,japan,61,69,cerezo osaka,375.0,1,right,1.0,2.0,lm,2017,5.416666667,137.0,544.0,20-30
237799,k. sugimoto,25,japan,71,74,cerezo osaka,3000.0,6,right,1.0,3.0,rs,2016,6.166666667,174.0,4000.0,20-30
237800,r. sawakami,24,japan,62,66,cerezo osaka,400.0,2,left,1.0,2.0,st,2016,5.916666667,170.0,530.0,20-30
237832,i. meite,21,england,58,68,cardiff city,210.0,5,left,1.0,2.0,st,2017,6.166666667,159.0,462.0,20-30
237869,m. godoy,21,chile,55,67,cd huachipato,160.0,1,right,1.0,2.0,rw,2018,5.583333333,150.0,248.0,20-30
237922,m. gonzalez,20,chile,58,69,cd everton de viña del mar,170.0,1,right,1.0,1.0,gk,2017,5.75,183.0,264.0,20-30
